timestamp,系统负荷,联络线,风电,光伏
2023-10-24 04:30:00,51847.86,16263.0,9920.53,0.0
2023-10-24 04:45:00,52405.71,16263.0,9773.03,0.0
2023-10-24 05:00:00,53192.24,16262.0,9571.28,0.0
2023-10-24 05:15:00,54181.06,17329.0,9428.84,0.0
2023-10-24 05:30:00,55193.51,18396.0,9287.02,0.01
2023-10-24 05:45:00,56372.01,19485.0,9137.72,1.32
2023-10-24 06:00:00,58186.57,20585.0,9028.7,45.71
2023-10-24 06:15:00,59448.18,20588.0,8869.05,127.29
2023-10-24 06:30:00,60099.1,20591.0,8717.9,293.84
2023-10-24 06:45:00,60077.66,20594.0,8539.17,602.63
2023-10-24 07:00:00,59786.73,21052.0,8355.75,1064.25
2023-10-24 07:15:00,59514.89,21519.0,8076.15,1639.13
2023-10-24 07:30:00,59506.47,21953.0,7764.19,2271.05
2023-10-24 07:45:00,59122.96,22439.0,7432.81,2938.19
2023-10-24 08:00:00,58303.36,22930.0,6996.37,3603.96
2023-10-24 08:15:00,57976.69,23335.0,6505.14,4284.68
2023-10-24 08:30:00,57280.0,23744.0,6015.83,4926.89
2023-10-24 08:45:00,56476.22,24172.0,5530.47,5518.2
2023-10-24 09:00:00,55563.67,24102.0,5097.67,6048.61
2023-10-24 09:15:00,54908.39,23906.0,4805.81,6515.24
2023-10-24 09:30:00,54249.27,23710.0,4518.42,6945.92
2023-10-24 09:45:00,53739.65,23514.0,4260.2,7311.97
2023-10-24 10:00:00,53809.79,24158.0,3992.55,7610.82
2023-10-24 10:15:00,53577.76,22817.0,3797.61,7856.2
2023-10-24 10:30:00,53512.18,21476.0,3615.58,8079.5
2023-10-24 10:45:00,53245.13,20135.0,3433.51,8244.28
2023-10-24 11:00:00,52974.63,18427.0,3241.24,8361.58
2023-10-24 11:15:00,51027.48,17909.0,3092.54,8437.02
2023-10-24 11:30:00,49679.25,17391.0,2952.72,8474.98
2023-10-24 11:45:00,47991.49,16852.0,2813.8,8473.47
2023-10-24 12:00:00,47296.61,16853.0,2717.73,8443.59
2023-10-24 12:15:00,47088.19,16851.0,2615.57,8352.97
2023-10-24 12:30:00,47723.83,16849.0,2520.26,8222.23
2023-10-24 12:45:00,49116.09,16847.0,2426.35,8043.4
2023-10-24 13:00:00,50495.97,16843.0,2375.56,7836.82
2023-10-24 13:15:00,51876.27,17950.0,2309.96,7583.95
2023-10-24 13:30:00,53209.11,19057.0,2253.3,7274.6
2023-10-24 13:45:00,54426.09,20164.0,2195.88,6894.57
2023-10-24 14:00:00,55462.8,22056.0,2149.19,6447.48
2023-10-24 14:15:00,56375.57,22049.0,2102.38,5949.09
2023-10-24 14:30:00,57181.55,22065.0,2056.89,5414.6
2023-10-24 14:45:00,58028.62,22069.0,2017.01,4842.55
2023-10-24 15:00:00,59192.38,22069.0,1970.49,4226.59
2023-10-24 15:15:00,60208.2,22144.0,1943.55,3587.59
2023-10-24 15:30:00,61370.45,22215.0,1918.79,2948.62
2023-10-24 15:45:00,62021.07,22287.0,1903.96,2319.79
2023-10-24 16:00:00,63130.67,22878.0,1921.64,1714.75
2023-10-24 16:15:00,64054.36,23337.0,1953.5,1137.03
2023-10-24 16:30:00,64967.47,23852.0,1984.74,638.81
2023-10-24 16:45:00,65338.68,24382.0,2025.92,297.43
2023-10-24 17:00:00,66188.46,24381.0,2129.88,79.77
2023-10-24 17:15:00,66799.89,24376.0,2202.84,18.22
2023-10-24 17:30:00,67632.36,24369.0,2286.61,6.37
2023-10-24 17:45:00,67055.62,24362.0,2373.92,1.6
2023-10-24 18:00:00,66601.71,24353.0,2503.16,1.88
2023-10-24 18:15:00,65676.72,24352.0,2591.61,2.34
2023-10-24 18:30:00,64257.09,24351.0,2679.26,2.54
2023-10-24 18:45:00,63556.54,24350.0,2766.27,2.6
2023-10-24 19:00:00,63103.33,24347.0,2866.65,2.5
2023-10-24 19:15:00,62788.06,24347.0,2961.08,2.22
2023-10-24 19:30:00,62577.33,24347.0,3047.48,1.63
2023-10-24 19:45:00,62326.54,24347.0,3129.05,0.96
2023-10-24 20:00:00,61968.84,23868.0,3173.84,0.38
2023-10-24 20:15:00,61686.44,23389.0,3244.97,0.09
2023-10-24 20:30:00,61509.05,22910.0,3319.96,0.0
2023-10-24 20:45:00,61267.4,22410.0,3393.24,0.0
2023-10-24 21:00:00,61307.74,22410.0,3419.28,0.0
2023-10-24 21:15:00,60760.64,22410.0,3482.89,0.0
2023-10-24 21:30:00,59976.96,22410.0,3542.31,0.0
2023-10-24 21:45:00,59041.06,22410.0,3603.27,0.0
2023-10-24 22:00:00,58477.76,21931.0,3646.41,0.0
2023-10-24 22:15:00,57555.27,20409.0,3683.59,0.0
2023-10-24 22:30:00,56638.03,18887.0,3717.22,0.0
2023-10-24 22:45:00,55850.66,17344.0,3749.91,0.0
2023-10-24 23:00:00,55215.12,16255.0,3722.99,0.0
2023-10-24 23:15:00,54373.92,16255.0,3732.73,0.0
2023-10-24 23:30:00,53699.9,16255.0,3742.75,0.0
2023-10-24 23:45:00,53034.63,16255.0,3742.19,0.0
2023-10-25 00:00:00,53647.19,16261.0,5161.6,0.0
2023-10-25 00:15:00,53371.67,16261.0,5129.12,0.0
2023-10-25 00:30:00,53107.05,16260.0,5096.26,0.0
2023-10-25 00:45:00,52646.68,16258.0,5066.61,0.0
2023-10-25 01:00:00,52399.22,16258.0,5068.08,0.0
2023-10-25 01:15:00,52205.77,16257.0,5025.1,0.0
2023-10-25 01:30:00,51906.19,16257.0,4980.9,0.0
2023-10-25 01:45:00,51676.97,16257.0,4937.4,0.0
2023-10-25 02:00:00,51540.0,16257.0,4917.45,0.0
2023-10-25 02:15:00,51489.1,16257.0,4871.75,0.0
2023-10-25 02:30:00,51393.07,16257.0,4821.57,0.0
2023-10-25 02:45:00,51265.42,16257.0,4751.95,0.0
2023-10-25 03:00:00,51300.28,16257.0,4640.68,0.0
2023-10-25 03:15:00,51117.93,16257.0,4561.8,0.0
2023-10-25 03:30:00,51191.49,16257.0,4491.12,0.0
2023-10-25 03:45:00,51281.57,16257.0,4420.36,0.0
2023-10-25 04:00:00,51452.81,16257.0,4297.33,0.0
2023-10-25 04:15:00,51740.65,16257.0,4234.79,0.0
2023-10-25 04:30:00,52144.12,16258.0,4173.87,0.0
2023-10-25 04:45:00,52749.98,16258.0,4119.61,0.0
2023-10-25 05:00:00,53453.8,16258.0,4060.46,0.0
2023-10-25 05:15:00,54297.92,17325.0,4006.53,0.0
2023-10-25 05:30:00,55352.3,18393.0,3952.36,0.02
2023-10-25 05:45:00,56455.84,19460.0,3903.64,1.35
2023-10-25 06:00:00,58375.41,20552.0,3870.07,36.38
2023-10-25 06:15:00,60067.98,20556.0,3813.57,113.48
2023-10-25 06:30:00,60552.59,20560.0,3757.13,277.82
2023-10-25 06:45:00,61218.98,20564.0,3686.88,572.41
2023-10-25 07:00:00,61225.59,21022.0,3617.21,1020.28
2023-10-25 07:15:00,61197.64,21487.0,3489.01,1587.93
2023-10-25 07:30:00,60875.61,21952.0,3353.64,2226.02
2023-10-25 07:45:00,60832.27,22438.0,3201.89,2887.61
2023-10-25 08:00:00,60632.5,22928.0,3036.79,3563.99
2023-10-25 08:15:00,59957.32,23335.0,2834.16,4256.27
2023-10-25 08:30:00,59364.06,23740.0,2635.0,4904.41
2023-10-25 08:45:00,58582.35,24172.0,2432.47,5503.27
2023-10-25 09:00:00,57801.78,24103.0,2229.32,6044.5
2023-10-25 09:15:00,56816.31,23907.0,2051.23,6525.08
2023-10-25 09:30:00,56220.86,23711.0,1880.08,6954.57
2023-10-25 09:45:00,55874.18,23515.0,1720.99,7311.71
2023-10-25 10:00:00,55895.04,24159.0,1601.55,7613.33
2023-10-25 10:15:00,55816.92,22817.0,1525.17,7862.43
2023-10-25 10:30:00,55624.56,21476.0,1450.36,8079.61
2023-10-25 10:45:00,55238.16,20135.0,1390.8,8243.03
2023-10-25 11:00:00,55151.79,18427.0,1345.97,8358.96
2023-10-25 11:15:00,53388.27,17909.0,1327.94,8426.05
2023-10-25 11:30:00,51999.07,17391.0,1319.6,8465.82
2023-10-25 11:45:00,50309.91,16852.0,1317.87,8465.4
2023-10-25 12:00:00,49372.9,16853.0,1337.55,8403.0
2023-10-25 12:15:00,49134.18,16851.0,1353.15,8308.17
2023-10-25 12:30:00,49850.22,16849.0,1372.81,8169.49
2023-10-25 12:45:00,51237.24,16847.0,1394.99,7988.66
2023-10-25 13:00:00,52811.88,16843.0,1424.73,7776.34
2023-10-25 13:15:00,54304.08,17950.0,1458.85,7515.13
2023-10-25 13:30:00,55602.4,19057.0,1495.21,7204.86
2023-10-25 13:45:00,56744.1,20164.0,1536.43,6822.46
2023-10-25 14:00:00,57780.79,22056.0,1564.37,6374.09
2023-10-25 14:15:00,58812.0,22049.0,1599.83,5861.59
2023-10-25 14:30:00,59812.49,22042.0,1637.52,5323.68
2023-10-25 14:45:00,60586.1,22035.0,1676.09,4748.33
2023-10-25 15:00:00,61432.29,22025.0,1698.38,4136.81
2023-10-25 15:15:00,62403.12,22096.0,1742.45,3500.61
2023-10-25 15:30:00,63109.86,22167.0,1789.74,2864.76
2023-10-25 15:45:00,63438.24,22238.0,1845.01,2239.09
2023-10-25 16:00:00,64018.75,22834.0,1907.27,1646.71
2023-10-25 16:15:00,64890.98,23342.0,1991.69,1079.89
2023-10-25 16:30:00,65702.69,23850.0,2079.49,598.86
2023-10-25 16:45:00,66302.18,24379.0,2165.76,274.87
2023-10-25 17:00:00,66712.7,24360.0,2296.2,64.59
2023-10-25 17:15:00,67236.72,24356.0,2415.83,15.14
2023-10-25 17:30:00,68009.59,24352.0,2539.6,5.37
2023-10-25 17:45:00,67308.97,24346.0,2670.44,0.98
2023-10-25 18:00:00,66795.16,24337.0,2840.67,0.44
2023-10-25 18:15:00,65811.3,24336.0,2975.2,0.23
2023-10-25 18:30:00,64572.76,24335.0,3107.05,0.07
2023-10-25 18:45:00,63699.0,24334.0,3239.28,0.0
2023-10-25 19:00:00,63146.52,24331.0,3412.21,0.0
2023-10-25 19:15:00,62781.83,24331.0,3536.14,0.0
2023-10-25 19:30:00,62417.61,24331.0,3658.26,0.0
2023-10-25 19:45:00,62004.17,24331.0,3770.65,0.0
2023-10-25 20:00:00,61830.13,23852.0,3843.12,0.0
2023-10-25 20:15:00,61637.15,23373.0,3889.38,0.0
2023-10-25 20:30:00,61393.5,22894.0,3923.96,0.0
2023-10-25 20:45:00,61363.52,22394.0,3947.13,0.0
2023-10-25 21:00:00,61367.85,22394.0,3911.13,0.0
2023-10-25 21:15:00,61174.17,22396.0,3911.22,0.0
2023-10-25 21:30:00,60422.51,22398.0,3916.89,0.0
2023-10-25 21:45:00,59509.19,22399.0,3922.31,0.0
2023-10-25 22:00:00,58842.54,21947.0,3883.32,0.0
2023-10-25 22:15:00,58107.05,20444.0,3859.04,0.0
2023-10-25 22:30:00,57121.94,18933.0,3836.73,0.0
2023-10-25 22:45:00,56186.79,17402.0,3820.05,0.0
2023-10-25 23:00:00,55718.31,16320.0,3819.98,0.0
2023-10-25 23:15:00,55110.88,16325.0,3827.2,0.0
2023-10-25 23:30:00,54603.29,16315.0,3840.07,0.0
2023-10-25 23:45:00,54145.64,16296.0,3887.02,0.0
2023-10-26 00:00:00,53316.28,16887.0,5889.4,11.2
2023-10-26 00:15:00,53134.52,17487.0,6225.23,11.2
2023-10-26 00:30:00,52859.7,17509.0,6568.99,11.2
2023-10-26 00:45:00,52613.27,17500.0,6910.49,11.2
2023-10-26 01:00:00,52302.28,17496.0,7269.08,11.2
2023-10-26 01:15:00,52120.76,17495.0,7625.96,11.2
2023-10-26 01:30:00,51961.11,17481.0,7973.23,11.2
2023-10-26 01:45:00,51708.03,17457.0,8300.33,11.2
2023-10-26 02:00:00,51600.04,17457.0,8573.27,11.2
2023-10-26 02:15:00,51499.11,17457.0,8842.05,11.2
2023-10-26 02:30:00,51295.3,17457.0,9108.76,11.2
2023-10-26 02:45:00,51132.97,17457.0,9398.05,11.2
2023-10-26 03:00:00,51160.14,17457.0,9730.11,11.2
2023-10-26 03:15:00,51048.61,17457.0,10067.77,11.2
2023-10-26 03:30:00,50912.25,17457.0,10403.47,11.2
2023-10-26 03:45:00,51043.21,17457.0,10754.2,11.2
2023-10-26 04:00:00,51350.18,17457.0,11009.37,0.0
2023-10-26 04:15:00,51716.01,17457.0,11291.31,0.0
2023-10-26 04:30:00,52180.48,17457.0,11563.0,0.0
2023-10-26 04:45:00,52880.41,17457.0,11828.03,0.0
2023-10-26 05:00:00,53632.46,17457.0,11976.12,0.0
2023-10-26 05:15:00,54459.56,18524.0,12131.05,0.0
2023-10-26 05:30:00,55433.88,19594.0,12256.13,0.03
2023-10-26 05:45:00,56578.91,20662.0,12393.69,1.38
2023-10-26 06:00:00,58511.04,21772.0,12536.33,39.36
2023-10-26 06:15:00,59827.65,21792.0,12665.42,105.93
2023-10-26 06:30:00,60572.01,21778.0,12770.51,267.61
2023-10-26 06:45:00,60661.57,21782.0,12877.23,566.1
2023-10-26 07:00:00,60647.95,22240.0,12910.11,1019.45
2023-10-26 07:15:00,60594.29,22705.0,12849.06,1607.27
2023-10-26 07:30:00,60587.22,23171.0,12771.14,2256.7
2023-10-26 07:45:00,60779.5,23646.0,12627.31,2938.67
2023-10-26 08:00:00,60425.44,24140.0,12408.32,3576.58
2023-10-26 08:15:00,59990.16,24443.0,12216.34,4251.81
2023-10-26 08:30:00,59300.09,24760.0,12025.05,4892.86
2023-10-26 08:45:00,58613.71,25102.0,11824.11,5483.63
2023-10-26 09:00:00,57529.67,24942.0,11493.52,6017.55
2023-10-26 09:15:00,56786.01,24746.0,11293.14,6482.73
2023-10-26 09:30:00,56240.16,24550.0,11081.52,6909.62
2023-10-26 09:45:00,56057.93,24354.0,10883.92,7273.73
2023-10-26 10:00:00,55951.1,24998.0,10519.46,7570.04
2023-10-26 10:15:00,55687.86,23597.0,10292.02,7821.96
2023-10-26 10:30:00,55576.24,22196.0,10074.47,8039.24
2023-10-26 10:45:00,55126.39,20795.0,9849.18,8202.52
2023-10-26 11:00:00,54947.96,19027.0,9596.85,8314.14
2023-10-26 11:15:00,53450.7,18509.0,9385.48,8382.73
2023-10-26 11:30:00,51975.31,17991.0,9178.9,8424.36
2023-10-26 11:45:00,50081.89,17452.0,8976.54,8428.87
2023-10-26 12:00:00,49342.59,17453.0,8824.36,8368.84
2023-10-26 12:15:00,49297.3,17451.0,8667.98,8278.92
2023-10-26 12:30:00,50146.87,17449.0,8508.51,8160.32
2023-10-26 12:45:00,51081.84,17447.0,8359.54,7984.25
2023-10-26 13:00:00,52734.86,17443.0,8243.06,7775.12
2023-10-26 13:15:00,54061.26,18610.0,8130.34,7522.89
2023-10-26 13:30:00,55166.8,19777.0,8031.97,7217.16
2023-10-26 13:45:00,56306.74,20944.0,7956.94,6851.28
2023-10-26 14:00:00,57456.82,22896.0,7907.69,6421.83
2023-10-26 14:15:00,58370.23,22903.0,7836.45,5933.36
2023-10-26 14:30:00,59434.09,22908.0,7744.95,5408.86
2023-10-26 14:45:00,60225.54,22911.0,7634.43,4840.61
2023-10-26 15:00:00,61005.75,22912.0,7457.86,4224.75
2023-10-26 15:15:00,61944.37,23076.0,7322.23,3572.21
2023-10-26 15:30:00,62716.28,23187.0,7191.54,2921.01
2023-10-26 15:45:00,63291.87,23348.0,7075.67,2280.84
2023-10-26 16:00:00,64141.72,24029.0,6979.99,1673.27
2023-10-26 16:15:00,65156.65,24537.0,6888.71,1088.85
2023-10-26 16:30:00,66049.1,25045.0,6805.23,599.3
2023-10-26 16:45:00,66491.02,25574.0,6730.88,266.95
2023-10-26 17:00:00,67066.48,25558.0,6699.06,56.03
2023-10-26 17:15:00,67668.22,25551.0,6708.78,12.37
2023-10-26 17:30:00,68282.02,25549.0,6731.61,4.64
2023-10-26 17:45:00,67624.65,25542.0,6753.36,1.67
2023-10-26 18:00:00,67071.84,25533.0,6826.78,1.99
2023-10-26 18:15:00,65816.43,25532.0,6808.57,2.4
2023-10-26 18:30:00,64760.69,25531.0,6784.32,2.58
2023-10-26 18:45:00,63904.51,25530.0,6751.57,2.61
2023-10-26 19:00:00,63393.34,25522.0,6707.84,2.52
2023-10-26 19:15:00,63048.61,25522.0,6614.49,2.23
2023-10-26 19:30:00,62455.16,25522.0,6509.8,1.64
2023-10-26 19:45:00,62106.32,25522.0,6407.72,0.97
2023-10-26 20:00:00,61965.64,25043.0,6311.8,4.39
2023-10-26 20:15:00,61774.4,24564.0,6154.47,7.69
2023-10-26 20:30:00,61533.11,24085.0,5985.92,7.6
2023-10-26 20:45:00,61291.82,23585.0,5815.01,7.6
2023-10-26 21:00:00,61571.97,23585.0,5552.82,7.6
2023-10-26 21:15:00,61062.18,23585.0,5333.96,7.6
2023-10-26 21:30:00,60352.7,23585.0,5113.89,7.6
2023-10-26 21:45:00,59543.35,23585.0,4898.97,7.6
2023-10-26 22:00:00,59022.59,23131.0,4606.65,7.6
2023-10-26 22:15:00,58063.09,21609.0,4403.06,7.6
2023-10-26 22:30:00,57203.52,20087.0,4197.25,7.6
2023-10-26 22:45:00,56393.81,18544.0,4000.18,7.6
2023-10-26 23:00:00,55645.64,17455.0,3806.61,7.6
2023-10-26 23:15:00,54968.05,17455.0,3624.27,7.6
2023-10-26 23:30:00,54204.91,17455.0,3445.63,7.6
2023-10-26 23:45:00,53491.71,17455.0,3272.22,7.6
2023-10-27 00:00:00,54025.9,17462.0,3571.66,0.0
2023-10-27 00:15:00,53805.71,17460.0,3379.26,0.0
2023-10-27 00:30:00,53492.46,17459.0,3192.96,0.0
2023-10-27 00:45:00,53207.59,17458.0,3014.51,0.0
2023-10-27 01:00:00,52906.94,17457.0,2864.07,0.0
2023-10-27 01:15:00,52714.23,17457.0,2702.42,0.0
2023-10-27 01:30:00,52543.39,17457.0,2546.27,0.0
2023-10-27 01:45:00,52279.11,17457.0,2394.31,0.0
2023-10-27 02:00:00,52113.55,17457.0,2262.95,0.0
2023-10-27 02:15:00,51907.46,17457.0,2140.13,0.0
2023-10-27 02:30:00,51801.23,17457.0,2018.39,0.0
2023-10-27 02:45:00,51595.14,17457.0,1901.95,0.0
2023-10-27 03:00:00,51563.61,17457.0,1801.27,0.0
2023-10-27 03:15:00,51530.01,17457.0,1720.64,0.0
2023-10-27 03:30:00,51589.97,17457.0,1645.96,0.0
2023-10-27 03:45:00,51753.63,17457.0,1574.1,0.0
2023-10-27 04:00:00,52009.62,17457.0,1516.54,0.0
2023-10-27 04:15:00,52365.16,17457.0,1473.22,0.0
2023-10-27 04:30:00,52815.63,17457.0,1434.71,0.0
2023-10-27 04:45:00,53504.81,17457.0,1405.58,0.0
2023-10-27 05:00:00,54231.83,17457.0,1376.63,0.0
2023-10-27 05:15:00,55076.68,18524.0,1354.6,0.0
2023-10-27 05:30:00,56073.18,19591.0,1335.59,0.05
2023-10-27 05:45:00,57132.71,20658.0,1327.34,1.39
2023-10-27 06:00:00,58746.69,21750.0,1331.29,43.87
2023-10-27 06:15:00,60294.21,21754.0,1341.54,115.37
2023-10-27 06:30:00,61130.77,21758.0,1348.87,295.29
2023-10-27 06:45:00,61002.61,21762.0,1361.87,601.37
2023-10-27 07:00:00,60929.3,22220.0,1376.91,1075.86
2023-10-27 07:15:00,61212.12,22685.0,1377.36,1690.72
2023-10-27 07:30:00,61317.89,23150.0,1378.18,2372.72
2023-10-27 07:45:00,61545.35,23636.0,1364.33,3080.32
2023-10-27 08:00:00,60932.52,24126.0,1362.39,3787.56
2023-10-27 08:15:00,60533.58,24443.0,1346.92,4496.28
2023-10-27 08:30:00,59789.78,24760.0,1328.26,5162.27
2023-10-27 08:45:00,59096.99,25102.0,1293.71,5771.56
2023-10-27 09:00:00,58036.26,24942.0,1216.25,6274.82
2023-10-27 09:15:00,57584.4,24746.0,1162.14,6746.12
2023-10-27 09:30:00,56957.45,24550.0,1111.27,7168.05
2023-10-27 09:45:00,56634.41,24354.0,1066.05,7532.59
2023-10-27 10:00:00,56399.84,24998.0,1037.88,7821.81
2023-10-27 10:15:00,56215.88,23597.0,1030.28,8065.58
2023-10-27 10:30:00,56165.11,22196.0,1028.63,8273.82
2023-10-27 10:45:00,55832.84,20795.0,1032.68,8429.12
2023-10-27 11:00:00,55728.93,19027.0,1046.83,8534.63
2023-10-27 11:15:00,54220.69,18509.0,1067.02,8590.65
2023-10-27 11:30:00,52719.16,17991.0,1094.29,8616.55
2023-10-27 11:45:00,50773.34,17452.0,1123.44,8608.13
2023-10-27 12:00:00,50110.77,17453.0,1150.54,8540.85
2023-10-27 12:15:00,49809.45,17451.0,1179.58,8436.28
2023-10-27 12:30:00,50809.56,17449.0,1207.05,8300.89
2023-10-27 12:45:00,51725.61,17447.0,1234.45,8112.06
2023-10-27 13:00:00,53545.63,17443.0,1255.7,7891.68
2023-10-27 13:15:00,54857.74,18610.0,1279.97,7630.25
2023-10-27 13:30:00,56122.96,19777.0,1305.58,7319.76
2023-10-27 13:45:00,57245.92,20944.0,1330.46,6940.72
2023-10-27 14:00:00,58256.9,22898.0,1354.19,6505.78
2023-10-27 14:15:00,59334.16,22903.0,1377.49,5990.0
2023-10-27 14:30:00,60294.23,22909.0,1400.18,5455.44
2023-10-27 14:45:00,61090.85,22911.0,1413.24,4874.81
2023-10-27 15:00:00,62011.73,22913.0,1427.41,4247.98
2023-10-27 15:15:00,63004.99,23074.0,1450.7,3585.21
2023-10-27 15:30:00,63748.89,23236.0,1477.38,2920.73
2023-10-27 15:45:00,64307.95,23398.0,1520.48,2273.9
2023-10-27 16:00:00,64965.07,24079.0,1579.47,1659.45
2023-10-27 16:15:00,65906.94,24588.0,1665.05,1071.91
2023-10-27 16:30:00,66535.15,25097.0,1755.09,581.12
2023-10-27 16:45:00,67024.63,25574.0,1853.38,251.81
2023-10-27 17:00:00,67663.98,25558.0,1991.64,54.69
2023-10-27 17:15:00,68277.62,25551.0,2138.91,12.28
2023-10-27 17:30:00,69160.63,25544.0,2290.96,4.42
2023-10-27 17:45:00,68433.81,25537.0,2454.29,0.91
2023-10-27 18:00:00,67800.63,25528.0,2654.29,0.48
2023-10-27 18:15:00,66748.73,25527.0,2855.46,0.25
2023-10-27 18:30:00,65646.7,25526.0,3060.92,0.11
2023-10-27 18:45:00,64745.66,25525.0,3294.67,0.06
2023-10-27 19:00:00,64295.15,25522.0,3675.75,0.1
2023-10-27 19:15:00,63788.38,25522.0,3937.15,0.11
2023-10-27 19:30:00,63328.32,25522.0,4184.96,0.1
2023-10-27 19:45:00,62964.58,25522.0,4428.29,0.06
2023-10-27 20:00:00,62681.3,25043.0,4609.1,0.03
2023-10-27 20:15:00,62447.43,24564.0,4817.45,0.0
2023-10-27 20:30:00,62163.58,24085.0,5027.13,0.0
2023-10-27 20:45:00,61879.79,23585.0,5250.45,0.0
2023-10-27 21:00:00,62242.8,23585.0,5467.85,0.0
2023-10-27 21:15:00,61755.05,23589.0,5629.98,0.0
2023-10-27 21:30:00,61067.61,23585.0,5789.95,0.0
2023-10-27 21:45:00,60280.3,23585.0,5940.81,0.0
2023-10-27 22:00:00,59718.0,23131.0,6026.66,0.0
2023-10-27 22:15:00,58772.54,21609.0,6135.53,0.0
2023-10-27 22:30:00,57927.01,20087.0,6246.02,0.0
2023-10-27 22:45:00,57131.34,18544.0,6339.99,0.0
2023-10-27 23:00:00,56461.69,17455.0,6367.36,0.0
2023-10-27 23:15:00,55768.04,17455.0,6399.97,0.0
2023-10-27 23:30:00,54988.84,17455.0,6433.15,0.0
2023-10-27 23:45:00,54259.59,17455.0,6450.1,0.0
2023-10-28 00:00:00,53176.27,17461.0,7898.78,0.0
2023-10-28 00:15:00,53043.62,17460.0,7875.48,0.0
2023-10-28 00:30:00,52918.59,17459.0,7853.77,0.0
2023-10-28 00:45:00,52693.51,17458.0,7828.06,0.0
2023-10-28 01:00:00,52424.19,17457.0,7808.26,0.0
2023-10-28 01:15:00,52246.88,17457.0,7756.39,0.0
2023-10-28 01:30:00,52046.07,17457.0,7701.78,0.0
2023-10-28 01:45:00,51805.46,17457.0,7643.19,0.0
2023-10-28 02:00:00,51619.68,17457.0,7588.77,0.0
2023-10-28 02:15:00,51365.52,17457.0,7517.42,0.0
2023-10-28 02:30:00,51259.68,17457.0,7451.09,0.0
2023-10-28 02:45:00,51053.98,17457.0,7371.2,0.0
2023-10-28 03:00:00,50942.93,17457.0,7248.46,0.0
2023-10-28 03:15:00,50867.58,17457.0,7166.51,0.0
2023-10-28 03:30:00,50893.21,17457.0,7081.45,0.0
2023-10-28 03:45:00,50994.84,17457.0,6994.57,0.0
2023-10-28 04:00:00,51272.85,17457.0,6902.57,0.0
2023-10-28 04:15:00,51604.23,17457.0,6822.85,0.0
2023-10-28 04:30:00,52012.67,17457.0,6743.48,0.0
2023-10-28 04:45:00,52603.63,17457.0,6661.05,0.0
2023-10-28 05:00:00,53161.32,17457.0,6539.8,0.0
2023-10-28 05:15:00,54003.75,18524.0,6465.78,0.0
2023-10-28 05:30:00,54966.48,19591.0,6398.85,0.05
2023-10-28 05:45:00,55736.81,20658.0,6310.45,1.29
2023-10-28 06:00:00,57132.82,21750.0,6246.32,35.49
2023-10-28 06:15:00,58210.94,21754.0,6154.04,107.82
2023-10-28 06:30:00,58848.45,21758.0,6071.39,271.11
2023-10-28 06:45:00,59274.54,21762.0,5972.23,549.87
2023-10-28 07:00:00,59225.06,22220.0,5828.26,990.32
2023-10-28 07:15:00,59350.59,22685.0,5623.02,1565.59
2023-10-28 07:30:00,59272.27,23150.0,5413.81,2214.16
2023-10-28 07:45:00,59309.49,23636.0,5145.31,2881.8
2023-10-28 08:00:00,58760.73,24126.0,4841.43,3549.4
2023-10-28 08:15:00,57981.29,24443.0,4491.21,4225.46
2023-10-28 08:30:00,57222.57,24760.0,4153.55,4862.52
2023-10-28 08:45:00,56577.29,25102.0,3799.78,5450.81
2023-10-28 09:00:00,55704.18,24942.0,3486.54,5957.07
2023-10-28 09:15:00,55072.98,24746.0,3220.78,6430.25
2023-10-28 09:30:00,54493.11,24550.0,2968.25,6873.73
2023-10-28 09:45:00,54017.02,24354.0,2721.74,7243.33
2023-10-28 10:00:00,53920.5,24998.0,2526.06,7561.44
2023-10-28 10:15:00,53625.43,23597.0,2413.0,7816.82
2023-10-28 10:30:00,53604.3,22196.0,2310.01,8037.22
2023-10-28 10:45:00,53294.42,20795.0,2213.75,8205.61
2023-10-28 11:00:00,53129.58,19027.0,2128.88,8324.19
2023-10-28 11:15:00,51649.37,18509.0,2065.5,8386.04
2023-10-28 11:30:00,50059.44,17991.0,2004.22,8424.73
2023-10-28 11:45:00,48484.99,17452.0,1957.11,8423.53
2023-10-28 12:00:00,47988.25,17453.0,1931.02,8366.67
2023-10-28 12:15:00,47882.68,17451.0,1890.3,8272.51
2023-10-28 12:30:00,48667.54,17449.0,1847.22,8134.69
2023-10-28 12:45:00,49727.44,17447.0,1817.35,7942.97
2023-10-28 13:00:00,50926.16,17443.0,1785.09,7722.67
2023-10-28 13:15:00,52127.44,18610.0,1764.9,7449.43
2023-10-28 13:30:00,53303.38,19777.0,1745.93,7122.69
2023-10-28 13:45:00,54369.6,20944.0,1739.29,6728.54
2023-10-28 14:00:00,55270.64,22896.0,1742.84,6267.95
2023-10-28 14:15:00,56220.13,22889.0,1744.6,5759.14
2023-10-28 14:30:00,57278.98,22882.0,1754.21,5223.84
2023-10-28 14:45:00,58025.52,22875.0,1768.43,4647.77
2023-10-28 15:00:00,59030.63,22865.0,1796.02,4036.09
2023-10-28 15:15:00,60065.46,23048.0,1844.35,3401.0
2023-10-28 15:30:00,60941.83,23229.0,1906.23,2762.49
2023-10-28 15:45:00,61620.03,23398.0,1987.99,2136.96
